DateTime,Observed,Expected,Residual,Residual_Percent,Anomaly_Score,Is_Anomaly,Direction,Calibration_Start,Calibration_End,Calibration_Median,Calibration_MAD,Threshold,Model,Zero_Filled
2014-09-10T14:00:00Z,1814,1759.799333333334,54.20066666666594,3.0799344925311134,0.16040531043566786,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T15:00:00Z,2218,1990.3222500000013,227.6777499999987,11.439240555141186,0.8280156771474443,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T16:00:00Z,2469,2288.6719166666676,180.32808333333242,7.879158302251156,0.5582313149186334,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T17:00:00Z,2784,2375.6014166666664,408.3985833333336,17.19137648547034,1.857709404571644,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T18:00:00Z,2839,2403.482208333334,435.5177916666662,18.120283568425947,2.012226613232566,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T19:00:00Z,2567,2350.840416666667,216.1595833333331,9.194991791056273,0.7623885784376002,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T20:00:00Z,2416,2298.461041666668,117.53895833333218,5.113811206828284,0.20047749666513742,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T21:00:00Z,2050,2267.340833333334,-217.3408333333341,-9.585715131051126,1.7075682696150056,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T22:00:00Z,1638,1906.237000000001,-268.237000000001,-14.071545143652171,1.9975595373618698,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T23:00:00Z,894,1103.9145833333337,-209.91458333333367,-19.015473343914387,1.6652556988823324,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T00:00:00Z,480,504.5752083333331,-24.57520833333308,-4.870474792946659,0.6092468903670599,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T01:00:00Z,296,294.59220833333336,1.4077916666666397,0.4778781063597285,0.4612034599214142,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T02:00:00Z,185,201.9484166666667,-16.948416666666702,-8.392448401633933,0.5657916926752011,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T03:00:00Z,279,262.7899583333333,16.21004166666671,6.168440289527823,0.3768646280577305,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T04:00:00Z,445,416.6600833333333,28.33991666666668,6.801687466661977,0.3077521966265297,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T05:00:00Z,326,725.4932500000001,-399.4932500000001,-55.065054016698305,2.7454187344303898,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T06:00:00Z,1042,954.9514583333336,87.04854166666644,9.115493872179778,0.026752142431587266,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T07:00:00Z,1563,1452.5172083333332,110.4827916666668,7.606298296007002,0.1602735510418695,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T08:00:00Z,1742,1573.577291666666,168.42270833333396,10.703173541284889,0.49039801792669185,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T09:00:00Z,1408,1677.6351666666656,-269.63516666666555,-16.072336347264958,2.005525876493909,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T10:00:00Z,1251,1369.7565833333333,-118.75658333333331,-8.669904184314012,1.1458644418079234,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T11:00:00Z,1332,1380.7126666666666,-48.712666666666564,-3.5280813917836564,0.7467749715703683,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T12:00:00Z,1331,1437.1642500000005,-106.1642500000005,-7.387064491758716,1.0741170599050769,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T13:00:00Z,1577,1498.5489166666669,78.45108333333314,5.235136635234951,0.022233626139408304,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T14:00:00Z,1903,1778.5131250000006,124.48687499999937,6.999491499394998,0.2400646658828528,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T15:00:00Z,2200,2074.551541666667,125.44845833333284,6.047015743583271,0.24554348262172232,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T16:00:00Z,2596,2285.1882916666673,310.8117083333327,13.601142167004843,1.3016883238084256,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T17:00:00Z,2852,2387.253708333333,464.7462916666668,19.467821540892295,2.1787619404380734,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T18:00:00Z,2908,2395.8524583333333,512.1475416666667,21.3764224038629,2.448840209206565,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T19:00:00Z,2724,2340.6467083333337,383.35329166666634,16.37809287073633,1.7150087581934272,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T20:00:00Z,2537,2348.224333333334,188.77566666666598,8.039081444944255,0.6063631401752312,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T21:00:00Z,2430,2275.7893333333336,154.21066666666638,6.776139795013234,0.4094220181587689,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T22:00:00Z,1812,2237.3799166666668,-425.37991666666676,-19.012413291901442,2.892913286104035,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-11T23:00:00Z,1220,1397.2936249999996,-177.29362499999957,-12.688358540245943,1.479391149904489,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-12T00:00:00Z,600,702.2314583333333,-102.23145833333331,-14.5580858163159,1.0517091789998132,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
