Lat,Lon,Total_Trips,Cluster_ID,Neighborhood_Trips,Is_Core,X_Km,Y_Km,Cluster_Total_Trips,Cluster_Share,Center_Lat,Center_Lon
40.61,-73.72,25,0,307,FALSE,21.9017497973823,-15.567311232694669,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.61,-73.71,39,0,136,FALSE,22.744124789589726,-15.567311232694669,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.15,2,0,26,FALSE,-14.320374867519059,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.14,9,0,43,FALSE,-13.477999875311632,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.13,4,0,73,FALSE,-12.635624883104207,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.12,11,0,104,FALSE,-11.793249890897977,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.11,17,0,145,FALSE,-10.950874898690552,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.1,28,0,162,FALSE,-10.108499906483125,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.09,22,0,184,FALSE,-9.266124914276897,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.08,31,0,167,FALSE,-8.42374992206947,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.07,17,0,214,FALSE,-7.581374929862044,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.06,6,0,145,FALSE,-6.738999937655816,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.04,464,0,4237,FALSE,-5.054249953242161,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.03,1823,0,6459,FALSE,-4.211874961034735,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.02,1023,0,6897,FALSE,-3.3694999688273097,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74.01,346,0,4446,FALSE,-2.5271249766210806,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-74,355,0,2893,FALSE,-1.6847499844136549,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.62,-73.99,256,0,2612,FALSE,-0.8423749922062288,-14.455360430359562,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
